Record Length,2500,Points,-6.04E-04,2.00E-01,,Record Length,2500,Points,-6.04E-04,-4.00E-02
Sample Interval,4.00E-07,s,-6.04E-04,2.00E-01,,Sample Interval,4.00E-07,s,-6.04E-04,0
Trigger Point,1.51E+03,Samples,-6.03E-04,0,,Trigger Point,1.51E+03,Samples,-6.03E-04,4.00E-02
,,,-6.03E-04,0,,,,,-6.03E-04,0
,,,-6.02E-04,-2.00E-01,,,,,-6.02E-04,4.00E-02
,,,-6.02E-04,2.00E-01,,,,,-6.02E-04,0
Source,CH1,,-6.02E-04,0,,Source,CH2,,-6.02E-04,0
Vertical Units,Volts,,-6.01E-04,2.00E-01,,Vertical Units,Volts,,-6.01E-04,-4.00E-02
Vertical Scale,5.00000007,,-6.01E-04,2.00E-01,,Vertical Scale,1.00E+00,,-6.01E-04,0
Vertical Offset,0,,-6.00E-04,2.00E-01,,Vertical Offset,0,,-6.00E-04,0
Horizontal Units,s,,-6.00E-04,-2.00E-01,,Horizontal Units,s,,-6.00E-04,-4.00E-02
Horizontal Scale,1.00E-04,,-6.00E-04,2.00E-01,,Horizontal Scale,1.00E-04,,-6.00E-04,-4.00E-02
Pt Fmt,Y,,-5.99E-04,0,,Pt Fmt,Y,,-5.99E-04,8.00E-02
Yzero,1.60E-01,,-5.99E-04,0,,Yzero,-1.56,,-5.99E-04,0
Probe Atten,1,,-5.98E-04,2.00E-01,,Probe Atten,1,,-5.98E-04,0
,,,-5.98E-04,0,,,,,-5.98E-04,-4.00E-02
Note,TDS 1002B - 2:36:24 PM   2/19/2025,,-5.98E-04,0,,Note,TDS 1002B - 2:36:24 PM   2/19/2025,,-5.98E-04,4.00E-02
,,,-5.97E-04,-2.00E-01,,,,,-5.97E-04,0
,,,-5.97E-04,-2.00E-01,,,,,-5.97E-04,-4.00E-02
,,,-5.96E-04,0,,,,,-5.96E-04,0
,,,-5.96E-04,0,,,,,-5.96E-04,0
,,,-5.96E-04,0,,,,,-5.96E-04,-4.00E-02
,,,-5.95E-04,-2.00E-01,,,,,-5.95E-04,0
,,,-5.95E-04,0,,,,,-5.95E-04,0
,,,-5.94E-04,4.00E-01,,,,,-5.94E-04,4.00E-02
,,,-5.94E-04,-2.00E-01,,,,,-5.94E-04,0
,,,-5.94E-04,0,,,,,-5.94E-04,0
,,,-5.93E-04,0,,,,,-5.93E-04,-4.00E-02
,,,-5.93E-04,0,,,,,-5.93E-04,-4.00E-02
,,,-5.92E-04,0,,,,,-5.92E-04,0
,,,-5.92E-04,-2.00E-01,,,,,-5.92E-04,0
,,,-5.92E-04,-2.00E-01,,,,,-5.92E-04,0
,,,-5.91E-04,0,,,,,-5.91E-04,-4.00E-02
,,,-5.91E-04,-2.00E-01,,,,,-5.91E-04,0
,,,-5.90E-04,4.00E-01,,,,,-5.90E-04,0
,,,-5.90E-04,-2.00E-01,,,,,-5.90E-04,0
,,,-5.90E-04,0,,,,,-5.90E-04,0
,,,-5.89E-04,-2.00E-01,,,,,-5.89E-04,-4.00E-02
,,,-5.89E-04,0,,,,,-5.89E-04,0
,,,-5.88E-04,2.00E-01,,,,,-5.88E-04,0
,,,-5.88E-04,0,,,,,-5.88E-04,4.00E-02
,,,-5.88E-04,-2.00E-01,,,,,-5.88E-04,-4.00E-02
,,,-5.87E-04,0,,,,,-5.87E-04,0
,,,-5.87E-04,0,,,,,-5.87E-04,-4.00E-02
,,,-5.86E-04,-2.00E-01,,,,,-5.86E-04,0
,,,-5.86E-04,2.00E-01,,,,,-5.86E-04,0
,,,-5.86E-04,-2.00E-01,,,,,-5.86E-04,-8.00E-02
,,,-5.85E-04,2.00E-01,,,,,-5.85E-04,-4.00E-02
,,,-5.85E-04,0,,,,,-5.85E-04,-4.00E-02
,,,-5.84E-04,0,,,,,-5.84E-04,-4.00E-02
,,,-5.84E-04,0,,,,,-5.84E-04,0
,,,-5.84E-04,0,,,,,-5.84E-04,-4.00E-02
,,,-5.83E-04,2.00E-01,,,,,-5.83E-04,-4.00E-02
,,,-5.83E-04,2.00E-01,,,,,-5.83E-04,0
,,,-5.82E-04,0,,,,,-5.82E-04,0
,,,-5.82E-04,0,,,,,-5.82E-04,0
,,,-5.82E-04,0,,,,,-5.82E-04,-4.00E-02
,,,-5.81E-04,0,,,,,-5.81E-04,0
,,,-5.81E-04,0,,,,,-5.81E-04,0
,,,-5.80E-04,0,,,,,-5.80E-04,-4.00E-02
,,,-5.80E-04,2.00E-01,,,,,-5.80E-04,-4.00E-02
,,,-5.80E-04,0,,,,,-5.80E-04,-4.00E-02
,,,-5.79E-04,0,,,,,-5.79E-04,-4.00E-02
,,,-5.79E-04,-2.00E-01,,,,,-5.79E-04,0
,,,-5.78E-04,0,,,,,-5.78E-04,-4.00E-02
,,,-5.78E-04,2.00E-01,,,,,-5.78E-04,0
,,,-5.78E-04,-2.00E-01,,,,,-5.78E-04,4.00E-02
,,,-5.77E-04,2.00E-01,,,,,-5.77E-04,0
,,,-5.77E-04,0,,,,,-5.77E-04,-4.00E-02
,,,-5.76E-04,0,,,,,-5.76E-04,-8.00E-02
,,,-5.76E-04,0,,,,,-5.76E-04,0
,,,-5.76E-04,0,,,,,-5.76E-04,0
,,,-5.75E-04,0,,,,,-5.75E-04,0
,,,-5.75E-04,-2.00E-01,,,,,-5.75E-04,0
,,,-5.74E-04,0,,,,,-5.74E-04,0
,,,-5.74E-04,-2.00E-01,,,,,-5.74E-04,4.00E-02
,,,-5.74E-04,0,,,,,-5.74E-04,0
,,,-5.73E-04,-2.00E-01,,,,,-5.73E-04,0
,,,-5.73E-04,0,,,,,-5.73E-04,0
,,,-5.72E-04,0,,,,,-5.72E-04,0
,,,-5.72E-04,0,,,,,-5.72E-04,-4.00E-02
,,,-5.72E-04,0,,,,,-5.72E-04,0
,,,-5.71E-04,-2.00E-01,,,,,-5.71E-04,0
,,,-5.71E-04,0,,,,,-5.71E-04,-4.00E-02
,,,-5.70E-04,-2.00E-01,,,,,-5.70E-04,-4.00E-02
,,,-5.70E-04,2.00E-01,,,,,-5.70E-04,4.00E-02
,,,-5.70E-04,0,,,,,-5.70E-04,0
,,,-5.69E-04,2.00E-01,,,,,-5.69E-04,0
,,,-5.69E-04,-2.00E-01,,,,,-5.69E-04,0
,,,-5.68E-04,0,,,,,-5.68E-04,0
,,,-5.68E-04,2.00E-01,,,,,-5.68E-04,0
,,,-5.68E-04,-2.00E-01,,,,,-5.68E-04,-8.00E-02
,,,-5.67E-04,0,,,,,-5.67E-04,0
,,,-5.67E-04,-2.00E-01,,,,,-5.67E-04,0
,,,-5.66E-04,0,,,,,-5.66E-04,-8.00E-02
,,,-5.66E-04,-2.00E-01,,,,,-5.66E-04,0
,,,-5.66E-04,2.00E-01,,,,,-5.66E-04,-4.00E-02
,,,-5.65E-04,0,,,,,-5.65E-04,-4.00E-02
,,,-5.65E-04,0,,,,,-5.65E-04,-8.00E-02
,,,-5.64E-04,0,,,,,-5.64E-04,0
,,,-5.64E-04,2.00E-01,,,,,-5.64E-04,0
,,,-5.64E-04,0,,,,,-5.64E-04,4.00E-02
,,,-5.63E-04,2.00E-01,,,,,-5.63E-04,0
,,,-5.63E-04,0,,,,,-5.63E-04,0
,,,-5.62E-04,0,,,,,-5.62E-04,-4.00E-02
,,,-5.62E-04,0,,,,,-5.62E-04,-4.00E-02
,,,-5.62E-04,0,,,,,-5.62E-04,-4.00E-02
,,,-5.61E-04,2.00E-01,,,,,-5.61E-04,0
,,,-5.61E-04,-2.00E-01,,,,,-5.61E-04,-4.00E-02
,,,-5.60E-04,2.00E-01,,,,,-5.60E-04,0
,,,-5.60E-04,0,,,,,-5.60E-04,-8.00E-02
,,,-5.60E-04,2.00E-01,,,,,-5.60E-04,4.00E-02
,,,-5.59E-04,0,,,,,-5.59E-04,-4.00E-02
,,,-5.59E-04,0,,,,,-5.59E-04,-4.00E-02
,,,-5.58E-04,0,,,,,-5.58E-04,-4.00E-02
,,,-5.58E-04,2.00E-01,,,,,-5.58E-04,0
,,,-5.58E-04,0,,,,,-5.58E-04,-4.00E-02
,,,-5.57E-04,0,,,,,-5.57E-04,4.00E-02
,,,-5.57E-04,0,,,,,-5.57E-04,-4.00E-02
,,,-5.56E-04,-2.00E-01,,,,,-5.56E-04,0
,,,-5.56E-04,0,,,,,-5.56E-04,0
,,,-5.56E-04,-2.00E-01,,,,,-5.56E-04,0
,,,-5.55E-04,2.00E-01,,,,,-5.55E-04,0
,,,-5.55E-04,0,,,,,-5.55E-04,-4.00E-02
,,,-5.54E-04,0,,,,,-5.54E-04,0
,,,-5.54E-04,2.00E-01,,,,,-5.54E-04,0
,,,-5.54E-04,-2.00E-01,,,,,-5.54E-04,-4.00E-02
,,,-5.53E-04,0,,,,,-5.53E-04,0
,,,-5.53E-04,0,,,,,-5.53E-04,-4.00E-02
,,,-5.52E-04,0,,,,,-5.52E-04,-4.00E-02
,,,-5.52E-04,-4.00E-01,,,,,-5.52E-04,0
,,,-5.52E-04,-2.00E-01,,,,,-5.52E-04,-4.00E-02
,,,-5.51E-04,0,,,,,-5.51E-04,0
,,,-5.51E-04,-2.00E-01,,,,,-5.51E-04,0
,,,-5.50E-04,0,,,,,-5.50E-04,0
,,,-5.50E-04,0,,,,,-5.50E-04,-4.00E-02
,,,-5.50E-04,0,,,,,-5.50E-04,0
,,,-5.49E-04,2.00E-01,,,,,-5.49E-04,4.00E-02
,,,-5.49E-04,-2.00E-01,,,,,-5.49E-04,0
,,,-5.48E-04,0,,,,,-5.48E-04,0
,,,-5.48E-04,0,,,,,-5.48E-04,0
,,,-5.48E-04,0,,,,,-5.48E-04,0
,,,-5.47E-04,2.00E-01,,,,,-5.47E-04,0
,,,-5.47E-04,0,,,,,-5.47E-04,-4.00E-02
,,,-5.46E-04,0,,,,,-5.46E-04,0
,,,-5.46E-04,2.00E-01,,,,,-5.46E-04,0
,,,-5.46E-04,2.00E-01,,,,,-5.46E-04,-4.00E-02
,,,-5.45E-04,0,,,,,-5.45E-04,0
,,,-5.45E-04,0,,,,,-5.45E-04,0
,,,-5.44E-04,-2.00E-01,,,,,-5.44E-04,0
,,,-5.44E-04,0,,,,,-5.44E-04,-4.00E-02
,,,-5.44E-04,2.00E-01,,,,,-5.44E-04,-4.00E-02
,,,-5.43E-04,2.00E-01,,,,,-5.43E-04,0
,,,-5.43E-04,-2.00E-01,,,,,-5.43E-04,-4.00E-02
,,,-5.42E-04,-2.00E-01,,,,,-5.42E-04,0
,,,-5.42E-04,0,,,,,-5.42E-04,4.00E-02
,,,-5.42E-04,2.00E-01,,,,,-5.42E-04,0
,,,-5.41E-04,0,,,,,-5.41E-04,0
,,,-5.41E-04,0,,,,,-5.41E-04,0
,,,-5.40E-04,2.00E-01,,,,,-5.40E-04,-4.00E-02
,,,-5.40E-04,0,,,,,-5.40E-04,0
,,,-5.40E-04,0,,,,,-5.40E-04,-4.00E-02
,,,-5.39E-04,-2.00E-01,,,,,-5.39E-04,0
,,,-5.39E-04,0,,,,,-5.39E-04,0
,,,-5.38E-04,0,,,,,-5.38E-04,0
,,,-5.38E-04,0,,,,,-5.38E-04,0
,,,-5.38E-04,-2.00E-01,,,,,-5.38E-04,0
,,,-5.37E-04,0,,,,,-5.37E-04,-4.00E-02
,,,-5.37E-04,0,,,,,-5.37E-04,-4.00E-02
,,,-5.36E-04,0,,,,,-5.36E-04,0
,,,-5.36E-04,-2.00E-01,,,,,-5.36E-04,4.00E-02
,,,-5.36E-04,0,,,,,-5.36E-04,0
,,,-5.35E-04,0,,,,,-5.35E-04,0
,,,-5.35E-04,0,,,,,-5.35E-04,0
,,,-5.34E-04,0,,,,,-5.34E-04,-4.00E-02
,,,-5.34E-04,2.00E-01,,,,,-5.34E-04,-4.00E-02
,,,-5.34E-04,0,,,,,-5.34E-04,0
,,,-5.33E-04,0,,,,,-5.33E-04,4.00E-02
,,,-5.33E-04,2.00E-01,,,,,-5.33E-04,0
,,,-5.32E-04,0,,,,,-5.32E-04,-4.00E-02
,,,-5.32E-04,0,,,,,-5.32E-04,-4.00E-02
,,,-5.32E-04,2.00E-01,,,,,-5.32E-04,-4.00E-02
,,,-5.31E-04,0,,,,,-5.31E-04,-4.00E-02
,,,-5.31E-04,-2.00E-01,,,,,-5.31E-04,-4.00E-02
,,,-5.30E-04,2.00E-01,,,,,-5.30E-04,-4.00E-02
,,,-5.30E-04,0,,,,,-5.30E-04,-8.00E-02
,,,-5.30E-04,0,,,,,-5.30E-04,0
,,,-5.29E-04,0,,,,,-5.29E-04,0
,,,-5.29E-04,0,,,,,-5.29E-04,-4.00E-02
,,,-5.28E-04,-2.00E-01,,,,,-5.28E-04,-4.00E-02
,,,-5.28E-04,0,,,,,-5.28E-04,-4.00E-02
,,,-5.28E-04,0,,,,,-5.28E-04,0
,,,-5.27E-04,-2.00E-01,,,,,-5.27E-04,-4.00E-02
,,,-5.27E-04,-2.00E-01,,,,,-5.27E-04,-4.00E-02
,,,-5.26E-04,-2.00E-01,,,,,-5.26E-04,0
,,,-5.26E-04,0,,,,,-5.26E-04,0
,,,-5.26E-04,2.00E-01,,,,,-5.26E-04,-4.00E-02
,,,-5.25E-04,0,,,,,-5.25E-04,-8.00E-02
,,,-5.25E-04,2.00E-01,,,,,-5.25E-04,0
,,,-5.24E-04,2.00E-01,,,,,-5.24E-04,-4.00E-02
,,,-5.24E-04,0,,,,,-5.24E-04,4.00E-02
,,,-5.24E-04,2.00E-01,,,,,-5.24E-04,0
,,,-5.23E-04,0,,,,,-5.23E-04,-4.00E-02
,,,-5.23E-04,0,,,,,-5.23E-04,0
,,,-5.22E-04,0,,,,,-5.22E-04,-4.00E-02
,,,-5.22E-04,0,,,,,-5.22E-04,-4.00E-02
,,,-5.22E-04,0,,,,,-5.22E-04,-4.00E-02
,,,-5.21E-04,0,,,,,-5.21E-04,-4.00E-02
,,,-5.21E-04,0,,,,,-5.21E-04,0
,,,-5.20E-04,-2.00E-01,,,,,-5.20E-04,-4.00E-02
,,,-5.20E-04,0,,,,,-5.20E-04,4.00E-02
,,,-5.20E-04,0,,,,,-5.20E-04,0
,,,-5.19E-04,0,,,,,-5.19E-04,0
,,,-5.19E-04,0,,,,,-5.19E-04,-4.00E-02
,,,-5.18E-04,-2.00E-01,,,,,-5.18E-04,0
,,,-5.18E-04,-2.00E-01,,,,,-5.18E-04,0
,,,-5.18E-04,0,,,,,-5.18E-04,4.00E-02
,,,-5.17E-04,-2.00E-01,,,,,-5.17E-04,0
,,,-5.17E-04,0,,,,,-5.17E-04,0
,,,-5.16E-04,0,,,,,-5.16E-04,0
,,,-5.16E-04,0,,,,,-5.16E-04,0
,,,-5.16E-04,-2.00E-01,,,,,-5.16E-04,0
,,,-5.15E-04,0,,,,,-5.15E-04,0
,,,-5.15E-04,-2.00E-01,,,,,-5.15E-04,4.00E-02
,,,-5.14E-04,0,,,,,-5.14E-04,0
,,,-5.14E-04,-2.00E-01,,,,,-5.14E-04,4.00E-02
,,,-5.14E-04,0,,,,,-5.14E-04,0
,,,-5.13E-04,2.00E-01,,,,,-5.13E-04,0
,,,-5.13E-04,-2.00E-01,,,,,-5.13E-04,0
,,,-5.12E-04,-2.00E-01,,,,,-5.12E-04,-4.00E-02
,,,-5.12E-04,0,,,,,-5.12E-04,-4.00E-02
,,,-5.12E-04,0,,,,,-5.12E-04,0
,,,-5.11E-04,2.00E-01,,,,,-5.11E-04,4.00E-02
,,,-5.11E-04,-2.00E-01,,,,,-5.11E-04,-4.00E-02
,,,-5.10E-04,-2.00E-01,,,,,-5.10E-04,0
,,,-5.10E-04,0,,,,,-5.10E-04,-4.00E-02
,,,-5.10E-04,-2.00E-01,,,,,-5.10E-04,4.00E-02
,,,-5.09E-04,0,,,,,-5.09E-04,0
,,,-5.09E-04,0,,,,,-5.09E-04,0
,,,-5.08E-04,-2.00E-01,,,,,-5.08E-04,0
,,,-5.08E-04,0,,,,,-5.08E-04,0
,,,-5.08E-04,-2.00E-01,,,,,-5.08E-04,-4.00E-02
,,,-5.07E-04,0,,,,,-5.07E-04,0
,,,-5.07E-04,-2.00E-01,,,,,-5.07E-04,0
,,,-5.06E-04,0,,,,,-5.06E-04,-8.00E-02
,,,-5.06E-04,0,,,,,-5.06E-04,0
,,,-5.06E-04,0,,,,,-5.06E-04,-4.00E-02
,,,-5.05E-04,0,,,,,-5.05E-04,0
,,,-5.05E-04,-2.00E-01,,,,,-5.05E-04,4.00E-02
,,,-5.04E-04,0,,,,,-5.04E-04,0
,,,-5.04E-04,-2.00E-01,,,,,-5.04E-04,4.00E-02
,,,-5.04E-04,0,,,,,-5.04E-04,0
,,,-5.03E-04,0,,,,,-5.03E-04,0
,,,-5.03E-04,-2.00E-01,,,,,-5.03E-04,0
,,,-5.02E-04,0,,,,,-5.02E-04,4.00E-02
,,,-5.02E-04,0,,,,,-5.02E-04,0
,,,-5.02E-04,0,,,,,-5.02E-04,0
,,,-5.01E-04,0,,,,,-5.01E-04,0
,,,-5.01E-04,0,,,,,-5.01E-04,0
,,,-5.00E-04,0,,,,,-5.00E-04,0
,,,-5.00E-04,-2.00E-01,,,,,-5.00E-04,0
,,,-5.00E-04,0,,,,,-5.00E-04,0
,,,-4.99E-04,0,,,,,-4.99E-04,0
,,,-4.99E-04,2.00E-01,,,,,-4.99E-04,-4.00E-02
,,,-4.98E-04,0,,,,,-4.98E-04,4.00E-02
,,,-4.98E-04,2.00E-01,,,,,-4.98E-04,0
,,,-4.98E-04,0,,,,,-4.98E-04,0
,,,-4.97E-04,2.00E-01,,,,,-4.97E-04,-4.00E-02
,,,-4.97E-04,-2.00E-01,,,,,-4.97E-04,-4.00E-02
,,,-4.96E-04,0,,,,,-4.96E-04,-4.00E-02
,,,-4.96E-04,2.00E-01,,,,,-4.96E-04,-4.00E-02
,,,-4.96E-04,-2.00E-01,,,,,-4.96E-04,-4.00E-02
,,,-4.95E-04,0,,,,,-4.95E-04,0
,,,-4.95E-04,0,,,,,-4.95E-04,-4.00E-02
,,,-4.94E-04,0,,,,,-4.94E-04,-4.00E-02
,,,-4.94E-04,2.00E-01,,,,,-4.94E-04,-4.00E-02
,,,-4.94E-04,0,,,,,-4.94E-04,4.00E-02
,,,-4.93E-04,0,,,,,-4.93E-04,0
,,,-4.93E-04,0,,,,,-4.93E-04,0
,,,-4.92E-04,0,,,,,-4.92E-04,-4.00E-02
,,,-4.92E-04,0,,,,,-4.92E-04,-4.00E-02
,,,-4.92E-04,-2.00E-01,,,,,-4.92E-04,-4.00E-02
,,,-4.91E-04,0,,,,,-4.91E-04,0
,,,-4.91E-04,0,,,,,-4.91E-04,-4.00E-02
,,,-4.90E-04,-2.00E-01,,,,,-4.90E-04,4.00E-02
,,,-4.90E-04,-2.00E-01,,,,,-4.90E-04,-4.00E-02
,,,-4.90E-04,2.00E-01,,,,,-4.90E-04,-4.00E-02
,,,-4.89E-04,0,,,,,-4.89E-04,-4.00E-02
,,,-4.89E-04,0,,,,,-4.89E-04,0
,,,-4.88E-04,0,,,,,-4.88E-04,0
,,,-4.88E-04,-2.00E-01,,,,,-4.88E-04,-4.00E-02
,,,-4.88E-04,0,,,,,-4.88E-04,-4.00E-02
,,,-4.87E-04,0,,,,,-4.87E-04,0
,,,-4.87E-04,0,,,,,-4.87E-04,0
,,,-4.86E-04,0,,,,,-4.86E-04,0
,,,-4.86E-04,0,,,,,-4.86E-04,-8.00E-02
,,,-4.86E-04,0,,,,,-4.86E-04,-1.20E-01
,,,-4.85E-04,2.00E-01,,,,,-4.85E-04,0
,,,-4.85E-04,0,,,,,-4.85E-04,4.00E-02
,,,-4.84E-04,2.00E-01,,,,,-4.84E-04,4.00E-02
,,,-4.84E-04,0,,,,,-4.84E-04,-4.00E-02
,,,-4.84E-04,0,,,,,-4.84E-04,0
,,,-4.83E-04,0,,,,,-4.83E-04,-4.00E-02
,,,-4.83E-04,0,,,,,-4.83E-04,0
,,,-4.82E-04,0,,,,,-4.82E-04,-4.00E-02
,,,-4.82E-04,0,,,,,-4.82E-04,4.00E-02
,,,-4.82E-04,0,,,,,-4.82E-04,-4.00E-02
,,,-4.81E-04,-2.00E-01,,,,,-4.81E-04,0
,,,-4.81E-04,-2.00E-01,,,,,-4.81E-04,-4.00E-02
,,,-4.80E-04,0,,,,,-4.80E-04,0
,,,-4.80E-04,-2.00E-01,,,,,-4.80E-04,0
,,,-4.80E-04,0,,,,,-4.80E-04,0
,,,-4.79E-04,-2.00E-01,,,,,-4.79E-04,0
,,,-4.79E-04,-2.00E-01,,,,,-4.79E-04,4.00E-02
,,,-4.78E-04,-2.00E-01,,,,,-4.78E-04,0
,,,-4.78E-04,0,,,,,-4.78E-04,4.00E-02
,,,-4.78E-04,-2.00E-01,,,,,-4.78E-04,0
,,,-4.77E-04,2.00E-01,,,,,-4.77E-04,0
,,,-4.77E-04,0,,,,,-4.77E-04,-4.00E-02
,,,-4.76E-04,0,,,,,-4.76E-04,0
,,,-4.76E-04,2.00E-01,,,,,-4.76E-04,0
,,,-4.76E-04,0,,,,,-4.76E-04,-4.00E-02
,,,-4.75E-04,-2.00E-01,,,,,-4.75E-04,0
,,,-4.75E-04,0,,,,,-4.75E-04,0
,,,-4.74E-04,0,,,,,-4.74E-04,0
,,,-4.74E-04,0,,,,,-4.74E-04,0
,,,-4.74E-04,0,,,,,-4.74E-04,-4.00E-02
,,,-4.73E-04,2.00E-01,,,,,-4.73E-04,-4.00E-02
,,,-4.73E-04,2.00E-01,,,,,-4.73E-04,-4.00E-02
,,,-4.72E-04,2.00E-01,,,,,-4.72E-04,-8.00E-02
,,,-4.72E-04,-2.00E-01,,,,,-4.72E-04,-4.00E-02
,,,-4.72E-04,2.00E-01,,,,,-4.72E-04,0
,,,-4.71E-04,-2.00E-01,,,,,-4.71E-04,-4.00E-02
,,,-4.71E-04,0,,,,,-4.71E-04,-4.00E-02
,,,-4.70E-04,2.00E-01,,,,,-4.70E-04,0
,,,-4.70E-04,0,,,,,-4.70E-04,0
,,,-4.70E-04,0,,,,,-4.70E-04,0
,,,-4.69E-04,2.00E-01,,,,,-4.69E-04,4.00E-02
,,,-4.69E-04,2.00E-01,,,,,-4.69E-04,4.00E-02
,,,-4.68E-04,2.00E-01,,,,,-4.68E-04,0
,,,-4.68E-04,0,,,,,-4.68E-04,-4.00E-02
,,,-4.68E-04,-2.00E-01,,,,,-4.68E-04,0
,,,-4.67E-04,0,,,,,-4.67E-04,0
,,,-4.67E-04,0,,,,,-4.67E-04,-8.00E-02
,,,-4.66E-04,0,,,,,-4.66E-04,0
,,,-4.66E-04,0,,,,,-4.66E-04,0
,,,-4.66E-04,2.00E-01,,,,,-4.66E-04,-4.00E-02
,,,-4.65E-04,-2.00E-01,,,,,-4.65E-04,0
,,,-4.65E-04,2.00E-01,,,,,-4.65E-04,4.00E-02
,,,-4.64E-04,0,,,,,-4.64E-04,0
,,,-4.64E-04,0,,,,,-4.64E-04,-4.00E-02
,,,-4.64E-04,-2.00E-01,,,,,-4.64E-04,0
,,,-4.63E-04,0,,,,,-4.63E-04,0
,,,-4.63E-04,0,,,,,-4.63E-04,-4.00E-02
,,,-4.62E-04,2.00E-01,,,,,-4.62E-04,0
,,,-4.62E-04,-2.00E-01,,,,,-4.62E-04,-4.00E-02
,,,-4.62E-04,0,,,,,-4.62E-04,-4.00E-02
,,,-4.61E-04,2.00E-01,,,,,-4.61E-04,-4.00E-02
,,,-4.61E-04,0,,,,,-4.61E-04,-8.00E-02
,,,-4.60E-04,-2.00E-01,,,,,-4.60E-04,-4.00E-02
,,,-4.60E-04,-2.00E-01,,,,,-4.60E-04,0
,,,-4.60E-04,-2.00E-01,,,,,-4.60E-04,0
,,,-4.59E-04,-2.00E-01,,,,,-4.59E-04,0
,,,-4.59E-04,-2.00E-01,,,,,-4.59E-04,0
,,,-4.58E-04,2.00E-01,,,,,-4.58E-04,0
,,,-4.58E-04,0,,,,,-4.58E-04,0
,,,-4.58E-04,2.00E-01,,,,,-4.58E-04,0
,,,-4.57E-04,0,,,,,-4.57E-04,0
,,,-4.57E-04,0,,,,,-4.57E-04,0
,,,-4.56E-04,0,,,,,-4.56E-04,0
,,,-4.56E-04,0,,,,,-4.56E-04,-4.00E-02
,,,-4.56E-04,-2.00E-01,,,,,-4.56E-04,-4.00E-02
,,,-4.55E-04,-2.00E-01,,,,,-4.55E-04,-4.00E-02
,,,-4.55E-04,0,,,,,-4.55E-04,0
,,,-4.54E-04,0,,,,,-4.54E-04,4.00E-02
,,,-4.54E-04,0,,,,,-4.54E-04,4.00E-02
,,,-4.54E-04,0,,,,,-4.54E-04,0
,,,-4.53E-04,0,,,,,-4.53E-04,-4.00E-02
,,,-4.53E-04,0,,,,,-4.53E-04,-4.00E-02
,,,-4.52E-04,2.00E-01,,,,,-4.52E-04,-4.00E-02
,,,-4.52E-04,0,,,,,-4.52E-04,-8.00E-02
,,,-4.52E-04,-2.00E-01,,,,,-4.52E-04,0
,,,-4.51E-04,-2.00E-01,,,,,-4.51E-04,-4.00E-02
,,,-4.51E-04,0,,,,,-4.51E-04,-4.00E-02
,,,-4.50E-04,2.00E-01,,,,,-4.50E-04,0
,,,-4.50E-04,0,,,,,-4.50E-04,-4.00E-02
,,,-4.50E-04,0,,,,,-4.50E-04,-4.00E-02
,,,-4.49E-04,2.00E-01,,,,,-4.49E-04,0
,,,-4.49E-04,-2.00E-01,,,,,-4.49E-04,0
,,,-4.48E-04,0,,,,,-4.48E-04,0
,,,-4.48E-04,-2.00E-01,,,,,-4.48E-04,-4.00E-02
,,,-4.48E-04,0,,,,,-4.48E-04,0
,,,-4.47E-04,-2.00E-01,,,,,-4.47E-04,0
,,,-4.47E-04,2.00E-01,,,,,-4.47E-04,4.00E-02
,,,-4.46E-04,2.00E-01,,,,,-4.46E-04,4.00E-02
,,,-4.46E-04,0,,,,,-4.46E-04,-8.00E-02
,,,-4.46E-04,2.00E-01,,,,,-4.46E-04,0
,,,-4.45E-04,2.00E-01,,,,,-4.45E-04,0
,,,-4.45E-04,0,,,,,-4.45E-04,4.00E-02
,,,-4.44E-04,0,,,,,-4.44E-04,4.00E-02
,,,-4.44E-04,0,,,,,-4.44E-04,0
,,,-4.44E-04,0,,,,,-4.44E-04,0
,,,-4.43E-04,-2.00E-01,,,,,-4.43E-04,4.00E-02
,,,-4.43E-04,-2.00E-01,,,,,-4.43E-04,-4.00E-02
,,,-4.42E-04,0,,,,,-4.42E-04,4.00E-02
,,,-4.42E-04,-2.00E-01,,,,,-4.42E-04,-4.00E-02
,,,-4.42E-04,0,,,,,-4.42E-04,-4.00E-02
,,,-4.41E-04,-2.00E-01,,,,,-4.41E-04,0
,,,-4.41E-04,0,,,,,-4.41E-04,4.00E-02
